1,1,0.9,1,1,0.6,0.6,0.6,0.5,0.6,1,0.6,0.2,1,1,1,1,1
1,1,0.9,1,1,0.3,0.3,0.3,0.5,0,1,0.3,0.2,1,1,1,1,1
1,1,0.9,1,1,0.9,0.6,0.9,0.5,0.6,1,0.9,1,1,1,1,1,1
1,0.5,0.3,1,1,0.9,0.6,0.9,0.5,1,1,0.9,0.4,1,1,1,1,1
1,1,0.9,1,1,0.3,0.3,0.3,0.5,0.2,1,0.3,0.8,1,1,1,1,1
1,1,0.9,1,1,0.3,0.3,0.3,0.5,0.2,1,0.3,0.2,1,1,1,1,1
1,1,0.6,1,1,0.9,0.9,0.9,1,0.4,1,0.9,0.2,1,1,1,1,1
1,1,0.6,1,1,0.3,0.3,0.3,0.5,0,1,0.3,0.2,1,1,1,1,1
1,1,0.9,1,1,0.3,0.3,0.3,0.5,0.2,1,0.3,0.2,1,1,1,1,1
1,1,0.6,1,1,0.6,0.6,0.9,0.5,0,1,0.9,0.6,1,1,1,1,1
